state,district,mandal,village
ANDHRA PRADESH,East Godavari,Addateegala,Rayapalle
ANDHRA PRADESH,East Godavari,Addateegala,Vedullakonda
ANDHRA PRADESH,East Godavari,Addateegala,Annampalem
ANDHRA PRADESH,East Godavari,Addateegala,Vutlapalem
ANDHRA PRADESH,East Godavari,Addateegala,D. Ammapeta
ANDHRA PRADESH,East Godavari,Addateegala,Kalimamidi
ANDHRA PRADESH,East Godavari,Addateegala,Yellapuram
ANDHRA PRADESH,East Godavari,Addateegala,Somannapalem
ANDHRA PRADESH,East Godavari,Addateegala,Anukulapalem
ANDHRA PRADESH,East Godavari,Addateegala,Ravulapalem
ANDHRA PRADESH,East Godavari,Addateegala,Ravigudem
ANDHRA PRADESH,East Godavari,Addateegala,Settipalle
ANDHRA PRADESH,East Godavari,Addateegala,Chaparatipalem
ANDHRA PRADESH,East Godavari,Addateegala,Jalluru
ANDHRA PRADESH,East Godavari,Addateegala,Thungamadugula
ANDHRA PRADESH,East Godavari,Addateegala,Ratnampalem
ANDHRA PRADESH,East Godavari,Addateegala,Mamidipalem
ANDHRA PRADESH,East Godavari,Addateegala,Nukarai
ANDHRA PRADESH,East Godavari,Addateegala,Duppalapalem
ANDHRA PRADESH,East Godavari,Addateegala,Tiyyamamidi
ANDHRA PRADESH,East Godavari,Addateegala,Dhanayampalem
ANDHRA PRADESH,East Godavari,Addateegala,Pedamunakanagedda
ANDHRA PRADESH,East Godavari,Addateegala,Panasaloddi
ANDHRA PRADESH,East Godavari,Addateegala,Darsinuthula  @  Regulapadu
ANDHRA PRADESH,East Godavari,Addateegala,Doramamidi
ANDHRA PRADESH,East Godavari,Addateegala,Bhimavaram
ANDHRA PRADESH,East Godavari,Addateegala,Nimmalapalem
ANDHRA PRADESH,East Godavari,Addateegala,Mallavaram Mamillu
ANDHRA PRADESH,East Godavari,Addateegala,Paidiputtapadu
ANDHRA PRADESH,East Godavari,Addateegala,Chinamunakanagedda
ANDHRA PRADESH,East Godavari,Addateegala,Mitlapalem
ANDHRA PRADESH,East Godavari,Addateegala,Panukuratipalem
ANDHRA PRADESH,East Godavari,Addateegala,Bandakonda
ANDHRA PRADESH,East Godavari,Addateegala,Anigeru
ANDHRA PRADESH,East Godavari,Addateegala,Addateegala
ANDHRA PRADESH,East Godavari,Addateegala,Kovelapalem
ANDHRA PRADESH,East Godavari,Addateegala,Languparti
ANDHRA PRADESH,East Godavari,Addateegala,Dokkapalem
ANDHRA PRADESH,East Godavari,Addateegala,Latchireddipalem
ANDHRA PRADESH,East Godavari,Addateegala,Vetamamidi
ANDHRA PRADESH,East Godavari,Addateegala,Bhimudupakalu
ANDHRA PRADESH,East Godavari,Addateegala,Kinaparti
ANDHRA PRADESH,East Godavari,Addateegala,Gavarayyapeta
ANDHRA PRADESH,East Godavari,Addateegala,Kottampalem
ANDHRA PRADESH,East Godavari,Addateegala,Bodlanka
ANDHRA PRADESH,East Godavari,Addateegala,Venkatanagaram
ANDHRA PRADESH,East Godavari,Addateegala,Papampeta
ANDHRA PRADESH,East Godavari,Addateegala,Chinna Addateegala
ANDHRA PRADESH,East Godavari,Addateegala,D. Pinjarikonda
ANDHRA PRADESH,East Godavari,Addateegala,Gondolu
ANDHRA PRADESH,East Godavari,Addateegala,Atchiyyapeta
ANDHRA PRADESH,East Godavari,Addateegala,Konalova
ANDHRA PRADESH,East Godavari,Addateegala,Veerabhadrapuram
ANDHRA PRADESH,East Godavari,Addateegala,Rajanagaram
ANDHRA PRADESH,East Godavari,Addateegala,Sarampeta
ANDHRA PRADESH,East Godavari,Addateegala,Rajavaram
ANDHRA PRADESH,East Godavari,Addateegala,Kottampalem
ANDHRA PRADESH,East Godavari,Addateegala,Jayachintalapalem
ANDHRA PRADESH,East Godavari,Addateegala,Badadam
ANDHRA PRADESH,East Godavari,Addateegala,Yellavaram
ANDHRA PRADESH,East Godavari,Addateegala,Gangampalem
ANDHRA PRADESH,East Godavari,Addateegala,Matlapadu
ANDHRA PRADESH,East Godavari,Addateegala,Kothurupadu
ANDHRA PRADESH,East Godavari,Addateegala,Thimmapuram
ANDHRA PRADESH,East Godavari,Addateegala,Uppalapadu
ANDHRA PRADESH,East Godavari,Addateegala,Gadichinnampalem
ANDHRA PRADESH,East Godavari,Addateegala,D. Krishnavaram
ANDHRA PRADESH,East Godavari,Addateegala,Gontuvanipalem
ANDHRA PRADESH,East Godavari,Addateegala,Kimmuru
ANDHRA PRADESH,East Godavari,Addateegala,Doddivaka
ANDHRA PRADESH,East Godavari,Addateegala,Sarampetapadu
ANDHRA PRADESH,East Godavari,Addateegala,Kothurupadu
ANDHRA PRADESH,East Godavari,Addateegala,Puligogulapadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Rajavommangi
ANDHRA PRADESH,East Godavari,Rajavommangi,Kirrabu
ANDHRA PRADESH,East Godavari,Rajavommangi,Tallapalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Bodlagondi
ANDHRA PRADESH,East Godavari,Rajavommangi,Boyapadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Vanakarayi
ANDHRA PRADESH,East Godavari,Rajavommangi,Sarabhavaram
ANDHRA PRADESH,East Godavari,Rajavommangi,Appannapalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Damanapalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Jeelugulapadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Kindra
ANDHRA PRADESH,East Godavari,Rajavommangi,Lagarayi
ANDHRA PRADESH,East Godavari,Rajavommangi,Kondapalle
ANDHRA PRADESH,East Godavari,Rajavommangi,Dakarayi
ANDHRA PRADESH,East Godavari,Rajavommangi,Badadanampalle
ANDHRA PRADESH,East Godavari,Rajavommangi,Chinarellangipadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Ammirekala
ANDHRA PRADESH,East Godavari,Rajavommangi,Kimiligedda
ANDHRA PRADESH,East Godavari,Rajavommangi,Surampalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Labbarthi
ANDHRA PRADESH,East Godavari,Rajavommangi,Munjavarappadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Ananthagiri
ANDHRA PRADESH,East Godavari,Rajavommangi,Gaduvakurthi
ANDHRA PRADESH,East Godavari,Rajavommangi,Dongala Mallavaram
ANDHRA PRADESH,East Godavari,Rajavommangi,Nellimetla
ANDHRA PRADESH,East Godavari,Rajavommangi,Dusaripamu
ANDHRA PRADESH,East Godavari,Rajavommangi,Rajavommangi
ANDHRA PRADESH,East Godavari,Rajavommangi,Pakavelthi
ANDHRA PRADESH,East Godavari,Rajavommangi,Kesavaram
ANDHRA PRADESH,East Godavari,Rajavommangi,Pudedu
ANDHRA PRADESH,East Godavari,Rajavommangi,Lododdi
ANDHRA PRADESH,East Godavari,Rajavommangi,Voyyedu
ANDHRA PRADESH,East Godavari,Rajavommangi,Murlavanipalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Subbampadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Ginjerthi
ANDHRA PRADESH,East Godavari,Rajavommangi,Thantikonda
ANDHRA PRADESH,East Godavari,Rajavommangi,Yerrampadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Singampalle
ANDHRA PRADESH,East Godavari,Rajavommangi,Gobbilamadugu
ANDHRA PRADESH,East Godavari,Rajavommangi,Bonangipalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Donelapalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Revatipalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Velagalapalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Jaddangi
ANDHRA PRADESH,East Godavari,Rajavommangi,Aminabada
ANDHRA PRADESH,East Godavari,Rajavommangi,Komarapuram
ANDHRA PRADESH,East Godavari,Rajavommangi,Vokurthi
ANDHRA PRADESH,East Godavari,Rajavommangi,Vogipalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Vatangi
ANDHRA PRADESH,East Godavari,Rajavommangi,Pedarellangipadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Pedagarrangi
ANDHRA PRADESH,East Godavari,Rajavommangi,Chikilinta
ANDHRA PRADESH,East Godavari,Rajavommangi,Karudevipalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Chervukommupalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Marripalem
ANDHRA PRADESH,East Godavari,Rajavommangi,Bornagudem
ANDHRA PRADESH,East Godavari,Rajavommangi,Urlakulapadu
ANDHRA PRADESH,East Godavari,Rajavommangi,G. Sarabhavaram
ANDHRA PRADESH,East Godavari,Rajavommangi,Kondalingamparthi
ANDHRA PRADESH,East Godavari,Rajavommangi,Kothapalle
ANDHRA PRADESH,East Godavari,Rajavommangi,Vanchangi
ANDHRA PRADESH,East Godavari,Rajavommangi,Balijapadu
ANDHRA PRADESH,East Godavari,Rajavommangi,Maredubaka
ANDHRA PRADESH,East Godavari,Kotananduru,Kotananduru
ANDHRA PRADESH,East Godavari,Kotananduru,K. E. Chinnayyapalem
ANDHRA PRADESH,East Godavari,Kotananduru,Lakshmidevipeta
ANDHRA PRADESH,East Godavari,Kotananduru,Allipudi
ANDHRA PRADESH,East Godavari,Kotananduru,Kotananduru
ANDHRA PRADESH,East Godavari,Kotananduru,Kakarapalle
ANDHRA PRADESH,East Godavari,Kotananduru,Bhimavarapukota
ANDHRA PRADESH,East Godavari,Kotananduru,Surapurajupeta
ANDHRA PRADESH,East Godavari,Kotananduru,Billananduru
ANDHRA PRADESH,East Godavari,Kotananduru,Indugapalle
ANDHRA PRADESH,East Godavari,Kotananduru,Thatipaka Jagan Nadha Nagaram
ANDHRA PRADESH,East Godavari,Kotananduru,Boddavaram
ANDHRA PRADESH,East Godavari,Kotananduru,Kamatam Mallavaram
ANDHRA PRADESH,East Godavari,Kotananduru,Arthamuru
ANDHRA PRADESH,East Godavari,Kotananduru,Koppaka Agraharam
ANDHRA PRADESH,East Godavari,Kotananduru,Kottam
ANDHRA PRADESH,East Godavari,Kotananduru,Darakonda
ANDHRA PRADESH,East Godavari,Tuni,Tuni
ANDHRA PRADESH,East Godavari,Tuni,N. Suravaram
ANDHRA PRADESH,East Godavari,Tuni,D. Polavaram
ANDHRA PRADESH,East Godavari,Tuni,Dondavaka
ANDHRA PRADESH,East Godavari,Tuni,K.O. Mallavaram
ANDHRA PRADESH,East Godavari,Tuni,Rapaka
ANDHRA PRADESH,East Godavari,Tuni,Kothakonda
ANDHRA PRADESH,East Godavari,Tuni,Ch. Agraharam
ANDHRA PRADESH,East Godavari,Tuni,Atikivaripalem
ANDHRA PRADESH,East Godavari,Tuni,Kolimeru
ANDHRA PRADESH,East Godavari,Tuni,Nandivampu
ANDHRA PRADESH,East Godavari,Tuni,Maruvada
ANDHRA PRADESH,East Godavari,Tuni,Rekhavanipalem
ANDHRA PRADESH,East Godavari,Tuni,Talluru
ANDHRA PRADESH,East Godavari,Tuni,Kothuru
ANDHRA PRADESH,East Godavari,Tuni,Tetagunta
ANDHRA PRADESH,East Godavari,Tuni,S. Annavaram (R)
ANDHRA PRADESH,East Godavari,Tuni,Chepuru
ANDHRA PRADESH,East Godavari,Tuni,Hamsavaram
ANDHRA PRADESH,East Godavari,Tuni,Chamavaram
ANDHRA PRADESH,East Godavari,Tuni,Valluru
ANDHRA PRADESH,East Godavari,Tuni,Kavalapadu
ANDHRA PRADESH,East Godavari,Rowthulapudi,Rowthulapudi
ANDHRA PRADESH,East Godavari,Rowthulapudi,Dabbadi
ANDHRA PRADESH,East Godavari,Rowthulapudi,Sarlanka
ANDHRA PRADESH,East Godavari,Rowthulapudi,Satyavaram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Raghavapatnam
ANDHRA PRADESH,East Godavari,Rowthulapudi,Ginnelaram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Pedduru
ANDHRA PRADESH,East Godavari,Rowthulapudi,D. Pydipala
ANDHRA PRADESH,East Godavari,Rowthulapudi,Jaldam
ANDHRA PRADESH,East Godavari,Rowthulapudi,Challeru
ANDHRA PRADESH,East Godavari,Rowthulapudi,Yeguvadarapalle
ANDHRA PRADESH,East Godavari,Rowthulapudi,Diguvadarapalle
ANDHRA PRADESH,East Godavari,Rowthulapudi,Ramakrishnapuram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Gangavaram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Yeguvasivada
ANDHRA PRADESH,East Godavari,Rowthulapudi,R. Venkatapuram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Diguva Sivada
ANDHRA PRADESH,East Godavari,Rowthulapudi,Surampeta
ANDHRA PRADESH,East Godavari,Rowthulapudi,Venkatanagaram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Rajavaram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Kothuru
ANDHRA PRADESH,East Godavari,Rowthulapudi,Mulagapudi
ANDHRA PRADESH,East Godavari,Rowthulapudi,Chakirevulapalem
ANDHRA PRADESH,East Godavari,Rowthulapudi,Tirupatammapeta
ANDHRA PRADESH,East Godavari,Rowthulapudi,Santha Pydipala
ANDHRA PRADESH,East Godavari,Rowthulapudi,Uppampalem
ANDHRA PRADESH,East Godavari,Rowthulapudi,Gummaregula
ANDHRA PRADESH,East Godavari,Rowthulapudi,Balarampuram
ANDHRA PRADESH,East Godavari,Rowthulapudi,A. Mallavaram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Kondapalem
ANDHRA PRADESH,East Godavari,Rowthulapudi,Bapabhupalapatnam
ANDHRA PRADESH,East Godavari,Rowthulapudi,Latchireddipalem
ANDHRA PRADESH,East Godavari,Rowthulapudi,Namagiri Narendrapatnam
ANDHRA PRADESH,East Godavari,Rowthulapudi,Anantharam
ANDHRA PRADESH,East Godavari,Rowthulapudi,China Mallapuram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Rowthulapudi
ANDHRA PRADESH,East Godavari,Rowthulapudi,Gidajam
ANDHRA PRADESH,East Godavari,Rowthulapudi,Srungadhara Agraharam
ANDHRA PRADESH,East Godavari,Rowthulapudi,Dhara Jagannadhapuram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Billavaka
ANDHRA PRADESH,East Godavari,Rowthulapudi,Koduru
ANDHRA PRADESH,East Godavari,Rowthulapudi,Parupaka
ANDHRA PRADESH,East Godavari,Rowthulapudi,Pallapu Chamavaram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Meraka  Chamavaram
ANDHRA PRADESH,East Godavari,Rowthulapudi,Srungavaram
ANDHRA PRADESH,East Godavari,Sankhavaram,Sankhavaram
ANDHRA PRADESH,East Godavari,Sankhavaram,Srungadhara
ANDHRA PRADESH,East Godavari,Sankhavaram,Pedamallapuram
ANDHRA PRADESH,East Godavari,Sankhavaram,Velangi
ANDHRA PRADESH,East Godavari,Sankhavaram,Ammirekhala
ANDHRA PRADESH,East Godavari,Sankhavaram,Ondregula
ANDHRA PRADESH,East Godavari,Sankhavaram,Avethi
ANDHRA PRADESH,East Godavari,Sankhavaram,Anumarthi
ANDHRA PRADESH,East Godavari,Sankhavaram,Polavaram
ANDHRA PRADESH,East Godavari,Sankhavaram,Dhara Mallapuram
ANDHRA PRADESH,East Godavari,Sankhavaram,Ankampalem
ANDHRA PRADESH,East Godavari,Sankhavaram,Yarakapuram
ANDHRA PRADESH,East Godavari,Sankhavaram,Siddivaripalem
ANDHRA PRADESH,East Godavari,Sankhavaram,Gowrampeta
ANDHRA PRADESH,East Godavari,Sankhavaram,Jagannadhapuram
ANDHRA PRADESH,East Godavari,Sankhavaram,Masampalle
ANDHRA PRADESH,East Godavari,Sankhavaram,Gondhi Kothapalle
ANDHRA PRADESH,East Godavari,Sankhavaram,Vadrevu Venkatapuram
ANDHRA PRADESH,East Godavari,Sankhavaram,Mandapam
ANDHRA PRADESH,East Godavari,Sankhavaram,Sankhavaram
ANDHRA PRADESH,East Godavari,Sankhavaram,Kondempudi
ANDHRA PRADESH,East Godavari,Sankhavaram,Atchampeta
ANDHRA PRADESH,East Godavari,Sankhavaram,Rajaram
ANDHRA PRADESH,East Godavari,Sankhavaram,Gondhi
ANDHRA PRADESH,East Godavari,Sankhavaram,Jaggampeta
ANDHRA PRADESH,East Godavari,Sankhavaram,Konthangi
ANDHRA PRADESH,East Godavari,Sankhavaram,Vazrakutam
ANDHRA PRADESH,East Godavari,Sankhavaram,Ramannapalem
ANDHRA PRADESH,East Godavari,Sankhavaram,Kathipudi
ANDHRA PRADESH,East Godavari,Sankhavaram,Nellipudi
ANDHRA PRADESH,East Godavari,Sankhavaram,Seethayampeta
ANDHRA PRADESH,East Godavari,Sankhavaram,Annavaram
ANDHRA PRADESH,East Godavari,Sankhavaram,Arempudi (CT)
ANDHRA PRADESH,East Godavari,Yeleswaram,Yeleswaram
ANDHRA PRADESH,East Godavari,Yeleswaram,Marriveedu
ANDHRA PRADESH,East Godavari,Yeleswaram,J. Annavaram
ANDHRA PRADESH,East Godavari,Yeleswaram,Lakkavaram
ANDHRA PRADESH,East Godavari,Yeleswaram,Ramanayyapeta
ANDHRA PRADESH,East Godavari,Yeleswaram,East Lakshmipuram
ANDHRA PRADESH,East Godavari,Yeleswaram,Lingamparthi
ANDHRA PRADESH,East Godavari,Yeleswaram,Yeleswaram
ANDHRA PRADESH,East Godavari,Yeleswaram,Tirumali
ANDHRA PRADESH,East Godavari,Yeleswaram,Peravaram
ANDHRA PRADESH,East Godavari,Yeleswaram,Bhadravaram
ANDHRA PRADESH,East Godavari,Yeleswaram,Yerravaram
ANDHRA PRADESH,East Godavari,Yeleswaram,Peddanapalle
ANDHRA PRADESH,East Godavari,Yeleswaram,Siripuram
ANDHRA PRADESH,East Godavari,Gangavaram,Gangavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Neelavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Lakshmipuram
ANDHRA PRADESH,East Godavari,Gangavaram,Seetharampadu
ANDHRA PRADESH,East Godavari,Gangavaram,Nuvvumamidi
ANDHRA PRADESH,East Godavari,Gangavaram,Mohanapuram
ANDHRA PRADESH,East Godavari,Gangavaram,Pandraprolu
ANDHRA PRADESH,East Godavari,Gangavaram,Barrimamidi
ANDHRA PRADESH,East Godavari,Gangavaram,Karakapadu
ANDHRA PRADESH,East Godavari,Gangavaram,Pothandorapalem
ANDHRA PRADESH,East Godavari,Gangavaram,Yellapuram
ANDHRA PRADESH,East Godavari,Gangavaram,Marripalem
ANDHRA PRADESH,East Godavari,Gangavaram,Yendapalle
ANDHRA PRADESH,East Godavari,Gangavaram,Zaderu
ANDHRA PRADESH,East Godavari,Gangavaram,Kuramgondi
ANDHRA PRADESH,East Godavari,Gangavaram,Yetipalle
ANDHRA PRADESH,East Godavari,Gangavaram,Peda Addapalle
ANDHRA PRADESH,East Godavari,Gangavaram,E. Ramavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Komaravaram
ANDHRA PRADESH,East Godavari,Gangavaram,China Addapalle
ANDHRA PRADESH,East Godavari,Gangavaram,Sarabhavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Cheedipalem
ANDHRA PRADESH,East Godavari,Gangavaram,Pandrapottipalem
ANDHRA PRADESH,East Godavari,Gangavaram,Kusumarai
ANDHRA PRADESH,East Godavari,Gangavaram,Rajampalem
ANDHRA PRADESH,East Godavari,Gangavaram,Gangavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Lakkonda
ANDHRA PRADESH,East Godavari,Gangavaram,Goragommi
ANDHRA PRADESH,East Godavari,Gangavaram,Vuyyalamadugu
ANDHRA PRADESH,East Godavari,Gangavaram,Padagarlapadu
ANDHRA PRADESH,East Godavari,Gangavaram,Doramamidi
ANDHRA PRADESH,East Godavari,Gangavaram,Amudalabanda
ANDHRA PRADESH,East Godavari,Gangavaram,Yerrampalem
ANDHRA PRADESH,East Godavari,Gangavaram,Kothada
ANDHRA PRADESH,East Godavari,Gangavaram,Chinagarlapadu
ANDHRA PRADESH,East Godavari,Gangavaram,Vemulova
ANDHRA PRADESH,East Godavari,Gangavaram,Pidathamamidi
ANDHRA PRADESH,East Godavari,Gangavaram,Nellipudi
ANDHRA PRADESH,East Godavari,Gangavaram,Surampalem
ANDHRA PRADESH,East Godavari,Gangavaram,Donelapalle
ANDHRA PRADESH,East Godavari,Gangavaram,Kamavarappadu
ANDHRA PRADESH,East Godavari,Gangavaram,Kondalampalem
ANDHRA PRADESH,East Godavari,Gangavaram,Pothandorapalem
ANDHRA PRADESH,East Godavari,Gangavaram,Ojubanda
ANDHRA PRADESH,East Godavari,Gangavaram,Jaggampalem
ANDHRA PRADESH,East Godavari,Gangavaram,Jiyyampalem
ANDHRA PRADESH,East Godavari,Gangavaram,Rajavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Neeladonelapadu
ANDHRA PRADESH,East Godavari,Gangavaram,Rajupetaloddi
ANDHRA PRADESH,East Godavari,Gangavaram,Yamanapalle
ANDHRA PRADESH,East Godavari,Gangavaram,Patharamavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Bayyanapalle
ANDHRA PRADESH,East Godavari,Gangavaram,Kotharamavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Chodavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Ummetha
ANDHRA PRADESH,East Godavari,Gangavaram,Loddipalem
ANDHRA PRADESH,East Godavari,Gangavaram,Molleru
ANDHRA PRADESH,East Godavari,Gangavaram,B.Sivaramapatnam
ANDHRA PRADESH,East Godavari,Gangavaram,Ramuldevapuram
ANDHRA PRADESH,East Godavari,Gangavaram,Lingavaram
ANDHRA PRADESH,East Godavari,Gangavaram,Kattumilli
ANDHRA PRADESH,East Godavari,Rampachodavaram,Rampachodavaram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Kintukuru
ANDHRA PRADESH,East Godavari,Rampachodavaram,Eethapalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,Koyyalagudem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Lankapakalu
ANDHRA PRADESH,East Godavari,Rampachodavaram,Veerlamamidi
ANDHRA PRADESH,East Godavari,Rampachodavaram,Kakavada
ANDHRA PRADESH,East Godavari,Rampachodavaram,Pedageddada
ANDHRA PRADESH,East Godavari,Rampachodavaram,Cheruvupalem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Dokulapadu
ANDHRA PRADESH,East Godavari,Rampachodavaram,Chilakamamidi
ANDHRA PRADESH,East Godavari,Rampachodavaram,Busigudem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Madicherla
ANDHRA PRADESH,East Godavari,Rampachodavaram,Immidivaram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Gunjugudem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Isukapatla
ANDHRA PRADESH,East Godavari,Rampachodavaram,Vadapalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,Nimmalapalem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Cheruvuru
ANDHRA PRADESH,East Godavari,Rampachodavaram,Bolagonda
ANDHRA PRADESH,East Godavari,Rampachodavaram,Peddakonda
ANDHRA PRADESH,East Godavari,Rampachodavaram,Kothapakalu
ANDHRA PRADESH,East Godavari,Rampachodavaram,Peddapadu
ANDHRA PRADESH,East Godavari,Rampachodavaram,Chinageddada
ANDHRA PRADESH,East Godavari,Rampachodavaram,Daragudem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Chelakaveedhi
ANDHRA PRADESH,East Godavari,Rampachodavaram,Vemulakonda
ANDHRA PRADESH,East Godavari,Rampachodavaram,Tirugatirallu
ANDHRA PRADESH,East Godavari,Rampachodavaram,Akuru
ANDHRA PRADESH,East Godavari,Rampachodavaram,Suvarlavada
ANDHRA PRADESH,East Godavari,Rampachodavaram,Vattichelakaku
ANDHRA PRADESH,East Godavari,Rampachodavaram,Dabbavalasa
ANDHRA PRADESH,East Godavari,Rampachodavaram,Sokulagudem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Gandhinagaram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Bhupathipalem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Rampa
ANDHRA PRADESH,East Godavari,Rampachodavaram,Marrivada
ANDHRA PRADESH,East Godavari,Rampachodavaram,Bheemavaram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Chupparipalem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Nallagonda
ANDHRA PRADESH,East Godavari,Rampachodavaram,Korumilli
ANDHRA PRADESH,East Godavari,Rampachodavaram,Bandapalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,Kunjamveedhi
ANDHRA PRADESH,East Godavari,Rampachodavaram,Sirigindalapadu
ANDHRA PRADESH,East Godavari,Rampachodavaram,Pandirimamidi
ANDHRA PRADESH,East Godavari,Rampachodavaram,Gogumilli
ANDHRA PRADESH,East Godavari,Rampachodavaram,T.Burugubanda
ANDHRA PRADESH,East Godavari,Rampachodavaram,Jagametlapalem
ANDHRA PRADESH,East Godavari,Rampachodavaram,B. Velamalakota
ANDHRA PRADESH,East Godavari,Rampachodavaram,Usirikajonalu
ANDHRA PRADESH,East Godavari,Rampachodavaram,Daramadugula
ANDHRA PRADESH,East Godavari,Rampachodavaram,Penikalapadu
ANDHRA PRADESH,East Godavari,Rampachodavaram,Thativada
ANDHRA PRADESH,East Godavari,Rampachodavaram,Bornagudem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Ginnepalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,Irlapalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,I. Polavaram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Beerampalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,Utla
ANDHRA PRADESH,East Godavari,Rampachodavaram,Seethapalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,Jagarampalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,China Barangi
ANDHRA PRADESH,East Godavari,Rampachodavaram,Peda  Barangi
ANDHRA PRADESH,East Godavari,Rampachodavaram,Musurumilli
ANDHRA PRADESH,East Godavari,Rampachodavaram,Komaravaram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Tamarapalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,Gopavaram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Gotlagudem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Dirisinapalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,Neenepalle
ANDHRA PRADESH,East Godavari,Rampachodavaram,M. Burugubanda
ANDHRA PRADESH,East Godavari,Rampachodavaram,Kannavaram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Narasapuram
ANDHRA PRADESH,East Godavari,Rampachodavaram,Devarathigudem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Foulkspeta
ANDHRA PRADESH,East Godavari,Rampachodavaram,K.Yerrampalem
ANDHRA PRADESH,East Godavari,Rampachodavaram,B.Ramannapalem
ANDHRA PRADESH,East Godavari,Rampachodavaram,Rampachodavaram (CT)
ANDHRA PRADESH,East Godavari,Seethanagaram,Seethanagaram
ANDHRA PRADESH,East Godavari,Seethanagaram,Purushothapatnam
ANDHRA PRADESH,East Godavari,Seethanagaram,Vangalapudi
ANDHRA PRADESH,East Godavari,Seethanagaram,Singavaram
ANDHRA PRADESH,East Godavari,Seethanagaram,Seethanagaram
ANDHRA PRADESH,East Godavari,Seethanagaram,Chinakondepudi
ANDHRA PRADESH,East Godavari,Seethanagaram,Nagampalle
ANDHRA PRADESH,East Godavari,Seethanagaram,Nallagonda
ANDHRA PRADESH,East Godavari,Seethanagaram,Raghudevapuram
ANDHRA PRADESH,East Godavari,Seethanagaram,Muggaulla
ANDHRA PRADESH,East Godavari,Seethanagaram,Kunavaram
